time   x    y    orientation    linear_velocity    angular_velocity    command_velocity command_angle
39.197 0.475961880163 2.10307973398 -2.81105194911 -0.219274172115 0.354514145158 5.0 0.600000023842
39.295 0.454894019673 2.09542077262 -2.77674851677 -0.219108298327 0.356456717727 5.0 0.600000023842
39.39 0.434201307122 2.08706754012 -2.74183062537 -0.21528943828 0.3641537953 5.0 0.600000023842
39.498 0.411962535901 2.07713219266 -2.70301183215 -0.210698853346 0.373233052718 5.0 0.600000023842
39.569 0.396617312796 2.0696697927 -2.67525031634 -0.206413367392 0.375974971832 5.0 0.600000023842
39.683 0.373387801729 2.0573430254 -2.63217905659 -0.201201729632 0.382830475526 5.0 0.600000023842
39.785 0.353087043424 2.0454737433 -2.59318055662 -0.197183367123 0.383389524678 5.0 0.600000023842
39.876 0.336339613265 2.034854945 -2.56002495267 -0.192885542286 0.386005012061 5.0 0.600000023842
39.995 0.312829153788 2.01856928688 -2.511837893 -0.186722167687 0.389749270193 5.0 0.600000023842
40.083 0.296825546811 2.00648319176 -2.47783958762 -0.181839617519 0.392996566431 5.0 0.600000023842
40.196 0.276511447563 1.98985018373 -2.43313891727 -0.174646282671 0.391886457301 5.0 0.600000023842
40.279 0.262054749694 1.97703833848 -2.40011122975 -0.169988858663 0.394549962966 5.0 0.600000023842
40.367 0.247526346433 1.96325860861 -2.36656010974 -0.165549107652 0.376815446516 5.0 0.600000023842
40.498 0.226356873994 1.94150558681 -2.31982265248 -0.160085221502 0.341109158511 5.0 0.600000023842
40.592 0.21117233438 1.92464555456 -2.28857457228 -0.156284245465 0.310882108785 5.0 0.600000023842
40.693 0.196055822396 1.90680738211 -2.25945971243 -0.152218368276 0.285693450854 5.0 0.600000023842
40.784 0.182105090168 1.88939828019 -2.23344724484 -0.147776200502 0.275393746405 5.0 0.600000023842
40.881 0.168011510311 1.87083477579 -2.20699570617 -0.142838633249 0.270601155958 5.0 0.600000023842
40.979 0.153991116852 1.85130774263 -2.18008849481 -0.137607342081 0.267786058996 5.0 0.600000023842
41.079 0.140631022273 1.83161297915 -2.15367845585 -0.13233568895 0.265869276581 5.0 0.600000023842
41.189 0.126529900152 1.80953576243 -2.12478815299 -0.126440775072 0.264314260988 5.0 0.600000023842
41.284 0.115131447316 1.79059877843 -2.10051765195 -0.121395987362 0.263346350123 5.0 0.600000023842
41.375 0.104083542708 1.77118912714 -2.07606388132 -0.116239446116 0.262507974608 5.0 0.600000023842
41.501 0.090103652648 1.74491595882 -2.04357725008 -0.109276264213 0.261949107315 5.0 0.600000023842
41.571 0.0826046358968 1.72991128022 -2.02504050541 -0.105034232626 0.267652448312 5.0 0.600000023842
41.674 0.0718118583819 1.70698020168 -1.99636598523 -0.098600760659 0.273803876748 5.0 0.600000023842
41.8 0.0599781814177 1.67962105977 -1.9616918993 -0.0907568647719 0.280776085439 5.0 0.600000023842
41.872 0.0536118054798 1.66371217904 -1.9413427763 -0.0861339854588 0.284364292595 5.0 0.600000023842
41.99 0.043827340279 1.6371905243 -1.90717919937 -0.078339409713 0.289621429289 5.0 0.600000023842
42.075 0.0374116305087 1.61808245979 -1.8824169256 -0.0726625270297 0.292902723836 5.0 0.600000023842
42.19 0.0294416209889 1.59180208981 -1.84820373753 -0.0647839876904 0.296829440999 5.0 0.600000023842
42.274 0.0242449756272 1.57263725533 -1.82315874578 -0.0589904524903 0.299395331551 5.0 0.600000023842
42.363 0.019326086192 1.5524515905 -1.7966956986 -0.0528468105973 0.30195652403 5.0 0.600000023842
42.498 0.0128388147586 1.52129969003 -1.7556642822 -0.0432924019925 0.305834298932 5.0 0.600000023842
42.58 0.00953149908765 1.50228736662 -1.73051554182 -0.037406522024 0.306747248001 5.0 0.600000023842
42.694 0.00574367380915 1.4759254919 -1.69596613543 -0.0312136154639 0.321951300956 5.0 0.600000023842
42.794 0.00256788214384 1.45071938494 -1.65445903591 -0.0176152183477 0.427136708716 5.0 0.600000023842
42.88 0.0010754302165 1.42938732123 -1.62356548641 -0.0140540236742 0.341539128582 5.0 0.600000023842
42.996 0.000168527300146 1.40443228906 -1.58357838477 -0.00410662166784 0.341698715873 5.0 0.600000023842
43.089 0.000368511553194 1.38415268987 -1.55007017813 0.00549373862081 0.357578787593 5.0 0.600000023842
43.17 0.0011541637189 1.36767538506 -1.52278861757 0.00795588826465 0.378577771693 5.0 0.600000023842
43.29 0.00387853525521 1.34184131992 -1.48323857368 0.0227398494808 0.342439717365 5.0 0.600000023842
43.371 0.00584654161494 1.32314640964 -1.45440614113 0.0243160265076 0.370095613062 5.0 0.600000023842
43.474 0.00903740673666 1.2999478895 -1.41551304682 0.0351667275486 0.371982095167 5.0 0.600000023842
43.597 0.013858987487 1.27317143471 -1.37009131973 0.039997033683 0.405227896825 5.0 0.600000023842
43.683 0.018026995013 1.25439736279 -1.33782450973 0.048834079963 0.385715634716 5.0 0.600000023842
43.791 0.0240483614219 1.23109786827 -1.29691019177 0.0584104567781 0.385979377879 5.0 0.600000023842
43.879 0.029767780764 1.21206863464 -1.2631877513 0.0676857249137 0.382738929243 5.0 0.600000023842
43.968 0.0360863348239 1.19329044915 -1.22940694849 0.0725035807724 0.385592611894 5.0 0.600000023842
44.09 0.0457994816005 1.16789509036 -1.18283337231 0.0838068807534 0.387090277734 5.0 0.600000023842
44.179 0.0531657630166 1.15069938035 -1.15067923428 0.0924354631125 0.379804775509 5.0 0.699999988079
44.275 0.0634182256186 1.13020688064 -1.11438263272 0.113661095565 0.380777097238 5.0 0.699999988079
44.403 0.0758526617052 1.1065759148 -1.06555545081 0.107517826545 0.407292656462 5.0 0.699999988079
44.495 0.0867245961501 1.08783431779 -1.02455743477 0.114474684208 0.41302267038 5.0 0.699999988079
44.58 0.0967852144174 1.0719449465 -0.988594376978 0.121102783809 0.414894862634 5.0 0.699999988079
44.691 0.110846524848 1.05168681551 -0.940669891083 0.130049512549 0.420136089435 5.0 0.699999988079
